"ID","LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","PAY_0","PAY_2","PAY_3","PAY_4","PAY_5","PAY_6","BILL_AMT1","BILL_AMT2","BILL_AMT3","BILL_AMT4","BILL_AMT5","BILL_AMT6","PAY_AMT1","PAY_AMT2","PAY_AMT3","PAY_AMT4","PAY_AMT5","PAY_AMT6","default"
270,50000,"1","2","2",27,3,2,2,0,0,-1,13715,14902,14264,13991,14341,2635,873589,0,896060,621037,426531,528665,"Y"
271,1e+05,"1","3","2",32,0,0,0,0,0,0,70034,31582,21017,19762,19885,18157,873589,1684288,896060,621037,426531,528665,"N"
272,120000,"1","1","1",34,-1,2,-1,0,0,0,1103,653,1372,922,471,0,0,1684288,0,0,0,528665,"N"
273,260000,"2","1","2",58,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"Y"
274,2e+05,"2","2","2",33,0,0,0,0,0,0,11282,12885,14061,14554,16358,11934,873589,1684288,896060,621037,426531,528665,"N"
275,360000,"2","2","2",28,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"Y"
277,460000,"1","1","1",40,2,-1,-1,-1,-1,-1,200,2749,26,2685,24,22564,873589,0,896060,0,426531,0,"Y"
280,250000,"2","2","1",31,0,0,0,0,0,0,103153,102650,97177,99109,100927,101343,873589,1684288,896060,621037,426531,528665,"N"
281,30000,"2","1","2",27,0,0,-1,0,0,-2,1548,2503,717,1875,0,0,873589,1684288,896060,0,0,0,"N"
282,270000,"1","2","1",44,0,0,0,0,-1,-1,127530,109159,92583,69606,44119,43401,873589,1684288,896060,621037,426531,528665,"N"
283,180000,"2","3","2",30,0,0,0,0,0,0,163944,153155,147029,122188,103695,70213,873589,1684288,896060,621037,426531,528665,"N"
284,1e+05,"2","1","2",28,0,0,0,0,0,0,53527,52695,52645,52388,55870,56298,873589,1684288,896060,621037,426531,528665,"Y"
285,230000,"2","3","1",32,0,0,0,0,0,0,195147,88764,92217,94836,98203,98478,873589,1684288,896060,621037,426531,528665,"N"
286,210000,"2","1","1",46,-1,-1,-1,-1,-1,-1,110373,42016,21908,20113,16201,613,873589,1684288,896060,621037,426531,528665,"Y"
287,210000,"1","1","2",38,2,0,0,0,0,0,60571,62898,62887,62826,63757,46618,873589,1684288,896060,621037,426531,528665,"N"
290,240000,"2","2","1",46,0,0,0,0,0,0,8776,9928,10636,10799,11793,4336,873589,1684288,896060,621037,426531,528665,"N"
291,280000,"1","1","2",33,-1,-1,-1,-1,-1,-1,904,897,317,884,324,-339597,873589,1684288,896060,621037,0,528665,"Y"
292,50000,"2","2","2",22,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"Y"
293,30000,"1","2","1",43,3,2,2,2,2,2,1704,2606,1902,2161,1996,2570,873589,0,896060,0,426531,0,"N"
295,130000,"1","1","2",29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,528665,"N"
296,2e+05,"1","1","2",31,0,0,0,0,0,0,194363,197350,186293,133341,133640,134000,873589,1684288,896060,621037,426531,528665,"N"
297,120000,"2","2","1",29,-1,-1,-1,-1,-1,-1,1703,672,2192,1435,0,1837,873589,1684288,896060,0,426531,528665,"N"
298,210000,"2","2","1",36,0,0,0,0,0,0,143262,143042,144470,148253,148039,131666,873589,1684288,896060,621037,426531,528665,"N"
299,280000,"2","1","1",36,0,0,0,0,0,0,59005,60811,63249,29726,30195,30793,873589,1684288,896060,621037,426531,528665,"N"
300,3e+05,"1","1","2",34,1,-2,-1,0,-1,-1,0,0,12956,12540,19566,190,0,1684288,0,621037,426531,0,"Y"
301,1e+05,"1","2","2",37,0,0,0,0,0,0,99229,98242,67205,66946,66816,64533,873589,1684288,896060,621037,426531,528665,"N"
303,50000,"2","3","1",40,0,0,0,0,0,0,49962,51234,12126,12920,13708,14479,873589,1684288,896060,621037,426531,528665,"N"
304,20000,"2","1","2",25,0,0,2,0,0,0,12003,14606,27869,15881,15803,12545,873589,0,896060,621037,426531,528665,"Y"
306,110000,"2","2","2",26,-2,-2,-2,-2,-2,-2,451,3238,5722,1273,1866,419,873589,1684288,0,621037,0,0,"Y"
308,3e+05,"2","2","1",27,1,-1,-1,-2,-2,-2,0,5265,0,0,0,0,873589,0,0,0,0,0,"N"
310,60000,"2","1","2",27,-1,-1,-1,-1,-1,-1,20866,13820,14385,4907,292,11755,873589,1684288,896060,621037,426531,0,"N"
311,4e+05,"2","2","1",38,-1,0,-1,-1,0,-1,3716,3618,1371,5338,5121,2096,873589,1684288,896060,621037,426531,528665,"N"
312,180000,"2","2","1",34,0,0,0,0,0,0,143306,146330,147032,127796,130328,132850,873589,1684288,896060,621037,426531,528665,"N"
314,2e+05,"2","3","1",49,-1,2,2,2,0,0,52446,51041,56200,54711,58658,59990,0,1684288,0,621037,426531,528665,"Y"
315,1e+05,"1","1","2",27,0,0,0,0,0,0,55766,52595,33458,28825,17618,6473,873589,1684288,896060,621037,426531,528665,"Y"
316,60000,"1","2","2",23,0,0,0,0,0,0,49519,33290,34315,17276,17816,19358,873589,1684288,896060,621037,426531,528665,"Y"
317,110000,"2","2","2",36,0,0,0,0,0,0,47823,48943,50319,50875,52171,53656,873589,1684288,896060,621037,426531,528665,"N"
318,260000,"2","3","1",53,1,-1,-1,-2,-2,-1,0,190,553,480,422,508,873589,1684288,896060,621037,426531,528665,"Y"
319,50000,"2","3","1",46,3,2,2,0,0,0,48517,50938,29487,29700,29881,24878,873589,1684288,896060,621037,426531,528665,"N"
321,110000,"1","2","2",29,1,2,2,0,0,0,58372,56603,51909,48643,47867,47979,873589,0,896060,621037,426531,528665,"Y"
322,340000,"2","1","2",27,0,0,0,0,0,0,172204,180166,166309,155657,145671,103287,873589,1684288,896060,621037,426531,528665,"N"
323,50000,"1","2","2",24,-1,0,0,0,0,0,1420,2463,3887,7499,8406,8106,873589,1684288,896060,621037,426531,528665,"N"
324,230000,"2","2","1",28,0,0,0,-2,-1,-1,26381,18846,1120,2120,787,6193,873589,1684288,896060,621037,426531,528665,"Y"
325,360000,"2","2","2",32,0,0,0,0,0,0,93085,94128,91926,95741,100197,100794,873589,1684288,896060,621037,426531,528665,"N"
327,220000,"2","2","1",41,-1,2,2,-1,2,-1,693,704,391,1027,529,368,873589,0,896060,0,426531,528665,"Y"
328,60000,"2","2","1",34,2,2,2,2,2,0,24919,27997,27254,30206,29587,30246,873589,0,896060,0,426531,528665,"Y"
329,340000,"1","2","1",55,-2,-1,-1,-2,-2,-2,50399,44660,8287,2168,24594,7419,873589,1684288,896060,621037,426531,528665,"N"
330,150000,"1","1","1",40,2,2,2,2,2,2,99874,102604,100081,104992,107165,109447,873589,0,896060,621037,426531,528665,"N"
331,2e+05,"2","2","1",37,1,-1,2,-1,-1,-1,-144,547,239,6830,23251,16928,873589,0,896060,621037,426531,528665,"Y"
332,130000,"2","2","2",40,0,0,2,0,0,0,9570,12401,11886,9825,10174,12696,873589,0,896060,621037,426531,528665,"Y"
333,60000,"2","1","2",28,1,2,0,0,0,0,10545,10229,11226,11408,20970,31862,0,1684288,896060,621037,426531,528665,"N"
334,4e+05,"2","2","1",43,1,-2,-2,-2,-1,-1,0,0,0,0,1625,78411,0,0,0,621037,426531,0,"N"
335,20000,"1","1","2",27,0,0,0,0,0,0,20611,19139,19718,19522,19158,18908,873589,1684288,896060,621037,426531,528665,"N"
336,190000,"2","1","2",28,0,0,0,0,0,0,143483,146961,151922,153554,156682,160380,873589,1684288,896060,621037,426531,528665,"N"
337,260000,"2","1","2",30,0,0,0,0,0,0,156874,160224,159953,158065,158740,159100,873589,1684288,896060,621037,426531,528665,"N"
339,50000,"2","2","1",31,0,0,0,0,0,0,46517,47713,49664,30911,30075,29175,873589,1684288,896060,621037,426531,528665,"Y"
340,120000,"2","1","2",157,-1,-1,0,-1,-1,-1,891,6535,6312,1094,1334,839,873589,1684288,896060,621037,426531,528665,"N"
341,240000,"2","2","2",30,-2,-2,-2,-2,-2,-2,112,111,111,0,111,0,873589,1684288,0,621037,0,528665,"N"
342,50000,"1","2","2",36,0,0,0,0,-1,0,5949,6212,4170,734,1018,1011,873589,1684288,0,621037,0,0,"N"
343,2e+05,"2","1","2",29,-1,2,-1,-1,-1,2,2404,190,4850,20181,24822,24259,0,1684288,896060,621037,0,528665,"N"
344,180000,"1","1","1",39,0,0,-1,0,0,-1,274729,281700,242038,122259,-1018,1003,873589,1684288,896060,0,426531,528665,"N"
345,180000,"2","1","2",26,0,0,0,0,0,0,145435,138270,130597,105944,108286,106549,873589,1684288,896060,621037,426531,528665,"N"
346,160000,"2","1","2",29,-1,-1,-2,-1,0,0,3123,-679,-2666,2337,6210,1680,0,0,896060,621037,426531,528665,"N"
347,1e+05,"2","2","2",26,-1,-1,-1,0,0,0,1413,4247,4225,3620,2035,4023,873589,1684288,896060,621037,426531,528665,"Y"
348,50000,"2","2","2",29,0,0,0,0,0,0,47067,49286,50362,45481,39933,41131,873589,1684288,896060,621037,426531,528665,"Y"
350,30000,"2","2","2",26,0,0,0,0,0,0,17940,19073,20197,20310,20857,19891,873589,1684288,896060,621037,426531,528665,"Y"
351,90000,"1","1","2",26,0,0,-1,0,0,-1,39162,20515,1989,1996,0,23135,873589,1684288,0,0,426531,528665,"Y"
353,380000,"1","1","2",30,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"Y"
354,80000,"2","2","2",43,0,0,0,0,0,0,77060,78096,58486,51018,19030,19417,873589,1684288,896060,621037,426531,528665,"N"
355,50000,"1","3","1",58,2,2,2,0,0,2,15910,18726,18124,18527,19095,18867,873589,0,896060,621037,426531,528665,"Y"
356,180000,"1","2","1",45,-1,0,0,0,0,0,27723,28478,29718,30060,30475,31171,873589,1684288,896060,621037,426531,528665,"Y"
357,240000,"2","2","2",26,0,0,0,0,0,0,141329,128951,124234,113138,113977,103374,873589,1684288,896060,621037,426531,528665,"N"
359,110000,"2","4","2",24,0,0,0,0,0,0,83769,77442,79052,80636,82344,84476,873589,1684288,896060,621037,426531,528665,"N"
360,260000,"1","1","1",34,-1,-1,-1,-1,-1,-1,49645,264,51015,2292,34012,279,873589,1684288,896060,621037,426531,528665,"N"
361,5e+05,"2","2","2",23,4,3,2,0,0,0,507729,509224,499922,505485,484607,419646,873589,0,896060,621037,426531,528665,"Y"
362,320000,"2","2","2",30,0,0,0,0,0,0,71303,71138,72005,72815,74361,74608,873589,1684288,896060,621037,426531,528665,"N"
363,50000,"1","2","2",32,4,3,2,0,0,0,45744,44746,43563,44035,45013,25785,0,0,896060,621037,426531,528665,"N"
364,110000,"1","1","1",40,1,-2,-1,0,-1,-1,0,0,2073,2003,226,229,0,1684288,0,621037,426531,528665,"Y"
369,3e+05,"1","1","1",40,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"Y"
370,20000,"2","2","1",32,3,2,0,0,0,0,20658,20040,19737,11121,10948,11012,0,1684288,896060,621037,426531,528665,"Y"
371,180000,"1","2","1",36,2,2,-2,-2,-2,-2,83591,0,0,0,0,0,0,0,0,0,0,0,"Y"
373,90000,"2","1","2",34,0,0,0,2,2,2,34347,35146,43519,42533,49775,48812,873589,1684288,0,621037,0,528665,"N"
375,180000,"1","1","1",46,0,0,0,0,0,0,173316,174653,175311,106380,28152,178768,873589,1684288,896060,621037,426531,528665,"N"
376,30000,"1","3","1",58,0,0,0,0,0,0,19149,20167,21221,21480,21799,22443,873589,1684288,896060,621037,426531,528665,"Y"
377,30000,"1","2","1",43,1,2,0,0,0,2,20532,19913,20914,21515,25195,24256,0,1684288,896060,621037,0,528665,"N"
379,210000,"1","1","2",30,0,0,0,0,0,0,69960,71930,43333,44611,47866,49911,873589,1684288,896060,621037,426531,528665,"N"
380,50000,"1","2","2",31,0,0,0,0,0,0,20582,15203,15184,9686,11213,12543,873589,1684288,896060,621037,426531,528665,"Y"
381,130000,"2","2","2",29,0,0,0,0,0,0,89123,90873,71064,72508,73968,75423,873589,1684288,896060,621037,426531,528665,"N"
382,50000,"2","2","1",37,2,2,2,0,0,0,1892,3188,3358,3525,1936,2413,873589,1684288,896060,621037,426531,528665,"Y"
383,140000,"1","3","1",36,0,0,0,0,0,0,100624,78407,91541,90903,88651,88480,873589,1684288,896060,621037,426531,528665,"N"
385,80000,"1","2","2",25,0,0,0,0,0,-2,22635,31443,27935,25290,0,0,873589,1684288,896060,0,0,528665,"N"
386,410000,"2","5","1",42,0,0,0,0,0,0,338122,342917,344475,240874,234952,240192,873589,1684288,896060,621037,426531,528665,"N"
388,80000,"1","3","1",73,-1,0,0,2,2,2,63176,65669,68919,70696,72908,75050,873589,1684288,896060,621037,426531,528665,"Y"
389,150000,"1","2","1",43,0,0,0,0,0,0,153297,154111,156599,159743,162928,157807,873589,1684288,896060,621037,426531,528665,"N"
390,260000,"1","1","1",30,-1,-1,-1,0,0,-1,1165,332,630,345,0,325,873589,1684288,0,0,426531,528665,"Y"
391,350000,"1","1","1",38,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"N"
392,280000,"2","2","1",39,1,-1,0,0,0,0,-1298,35929,37305,37159,32592,33330,873589,1684288,896060,621037,426531,528665,"Y"
393,310000,"1","2","1",44,0,0,0,0,0,0,103827,92024,87760,76263,72125,71650,873589,1684288,896060,621037,426531,528665,"N"
395,360000,"1","1","1",51,-1,-1,-1,-2,-2,-2,38014,25012,0,0,0,0,873589,0,0,0,0,0,"N"
396,140000,"2","1","2",27,0,0,0,0,0,0,142470,144158,144016,142665,142703,142662,873589,1684288,896060,621037,426531,528665,"N"
397,1e+05,"1","1","2",38,0,0,0,0,0,0,40839,42686,42389,43053,43044,28976,873589,1684288,896060,0,426531,0,"N"
399,210000,"2","2","1",30,0,0,0,0,0,0,104716,106146,108433,91150,82745,74140,873589,1684288,896060,621037,426531,528665,"N"
400,120000,"2","2","2",25,2,2,2,2,2,2,120337,120870,109944,116380,119359,117206,873589,0,896060,621037,0,528665,"N"
401,240000,"1","1","2",29,0,0,0,0,0,-1,156409,132340,99247,65459,28857,184969,873589,1684288,896060,621037,426531,528665,"N"
402,60000,"2","3","3",42,0,0,0,0,0,0,41325,29085,28082,28642,28762,29067,873589,1684288,896060,621037,426531,528665,"N"
403,150000,"1","1","2",41,-1,-1,-1,-1,-1,2,1485,2106,406,0,2366,843,873589,1684288,0,621037,0,528665,"Y"
404,30000,"1","2","1",48,0,0,0,0,0,0,27900,28891,27828,25164,25688,26200,873589,1684288,896060,621037,426531,528665,"N"
406,2e+05,"1","1","1",52,-2,-2,-2,-2,-2,-2,3858,2680,3390,0,0,82150,873589,1684288,0,0,426531,528665,"N"
407,120000,"2","2","1",25,0,0,0,-2,-2,-2,26496,21413,0,0,0,0,873589,0,0,0,0,0,"N"
408,5e+05,"1","1","1",37,1,2,0,0,0,0,507095,491996,430683,376710,356676,303543,873589,1684288,896060,621037,426531,528665,"N"
409,320000,"2","1","2",27,0,0,0,0,0,0,55657,62957,59080,61659,59572,66591,873589,1684288,896060,621037,426531,528665,"N"
411,60000,"2","1","2",23,1,2,2,2,2,2,29338,28576,30797,31586,32348,32971,0,1684288,896060,621037,426531,528665,"Y"
412,2e+05,"2","1","1",38,-1,-1,-2,-1,-1,-2,204,0,0,371,-139,-136,0,0,896060,621037,0,0,"N"
414,230000,"2","2","2",27,1,2,0,0,0,0,13673,12644,13125,10578,9215,5073,0,1684288,896060,621037,426531,528665,"Y"
415,480000,"2","3","1",41,-2,-2,-2,-2,-2,-2,14871,26662,199949,9014,19368,22597,873589,1684288,896060,621037,426531,528665,"N"
416,50000,"2","3","1",35,-1,-1,-1,-2,-2,-2,22506,4998,0,0,0,0,873589,0,0,0,0,528665,"N"
417,2e+05,"2","1","2",31,-2,-2,-2,-2,-2,-2,7160,14799,1029,0,0,136,873589,1684288,0,0,426531,528665,"N"
418,50000,"2","1","2",30,0,0,0,0,0,2,14835,16288,17315,17926,19476,19014,873589,1684288,896060,621037,0,528665,"N"
420,260000,"2","1","2",36,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"Y"
422,440000,"2","1","2",29,0,0,0,0,0,0,169652,167175,158482,156924,157939,151927,873589,1684288,896060,621037,426531,528665,"N"
423,230000,"2","2","2",38,-1,-1,-1,-1,-1,-1,10259,2818,1374,396,3003,0,873589,1684288,896060,621037,0,528665,"N"
424,2e+05,"1","2","1",38,2,2,2,0,0,0,104986,105926,102659,97080,98047,105261,873589,0,896060,621037,426531,0,"Y"
427,20000,"2","3","2",49,2,2,2,2,0,0,9560,12084,13085,12575,15330,16423,873589,1684288,0,621037,426531,528665,"Y"
428,170000,"2","1","2",31,-1,-1,-1,-1,0,-1,228,232,237,440,232,228,873589,1684288,896060,0,426531,528665,"Y"
429,70000,"1","1","2",27,0,0,0,0,0,0,70142,68561,66627,29429,28974,29818,873589,1684288,896060,621037,426531,528665,"N"
430,210000,"2","2","2",33,0,0,0,0,0,0,212618,177961,119375,117778,68806,66184,873589,1684288,896060,621037,426531,528665,"N"
431,90000,"2","2","2",25,0,0,0,0,0,0,91954,71813,73342,74545,76151,77708,873589,1684288,896060,621037,426531,528665,"N"
432,390000,"2","1","2",27,0,0,0,0,0,0,304876,300002,300425,292863,292889,281835,873589,1684288,896060,621037,426531,528665,"Y"
433,110000,"2","1","2",29,0,0,0,0,0,0,48134,49543,50423,50986,52020,53217,873589,1684288,896060,621037,426531,528665,"N"
434,580000,"2","1","1",36,0,0,0,0,0,0,159749,162163,166085,169308,168729,167953,873589,1684288,896060,621037,426531,528665,"N"
435,360000,"1","3","1",55,0,0,-1,-1,-1,-2,9229,8504,17249,1788,0,0,873589,1684288,896060,0,0,0,"Y"
436,270000,"2","2","1",32,1,2,2,2,2,2,234790,233083,229342,217709,223737,221451,873589,1684288,0,621037,426531,0,"Y"
437,60000,"2","1","2",27,-1,-1,-2,-1,2,-1,14051,0,0,216,108,129,0,0,896060,0,426531,528665,"N"
438,110000,"1","3","1",37,0,0,0,0,0,0,61822,62511,62172,60612,60284,60160,873589,1684288,896060,621037,426531,528665,"N"
439,50000,"2","1","1",25,0,0,0,0,0,0,51040,50216,46650,44943,21384,20855,873589,1684288,896060,621037,426531,528665,"N"
440,80000,"2","1","2",23,0,0,0,0,0,0,77073,73344,57884,37734,46298,47159,873589,1684288,896060,621037,426531,528665,"Y"
441,50000,"1","2","2",23,-1,-1,-1,-1,0,0,397,411,474,1783,12706,12631,873589,1684288,896060,621037,426531,528665,"N"
442,1e+05,"1","1","2",32,0,0,0,0,2,2,83858,85616,87322,91488,93411,89549,873589,1684288,896060,621037,0,528665,"N"
444,2e+05,"2","1","2",27,0,0,0,0,0,0,122926,124647,126340,114858,117207,124796,873589,1684288,896060,621037,426531,528665,"N"
446,220000,"1","2","2",34,0,0,0,0,0,0,37312,33306,29251,24866,20331,15610,873589,1684288,896060,621037,426531,528665,"N"
447,160000,"2","1","2",28,0,0,0,0,0,0,146459,107634,89935,91019,82285,84014,873589,1684288,896060,621037,426531,528665,"N"
448,180000,"2","1","1",53,-1,-1,-1,0,0,-1,46136,1271,29374,5405,0,1613,873589,1684288,896060,0,426531,0,"N"
449,2e+05,"1","4","1",42,0,0,0,0,0,0,38578,38258,32262,30390,30912,0,873589,1684288,896060,621037,0,528665,"N"
450,140000,"2","3","1",30,0,0,0,2,0,0,96335,98043,82269,65047,60884,58911,873589,1684288,0,621037,426531,528665,"N"
451,380000,"1","1","1",51,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"Y"
455,80000,"1","2","2",42,0,0,0,0,0,0,78151,28225,78577,49365,48942,48465,873589,1684288,896060,621037,426531,528665,"N"
456,40000,"1","2","2",39,0,0,0,0,0,-1,40048,36559,17438,15035,10610,5329,873589,1684288,896060,621037,426531,528665,"N"
458,50000,"1","1","2",32,-1,0,0,0,0,-2,24008,24172,25375,25831,0,0,873589,1684288,896060,0,0,0,"N"
459,230000,"2","2","1",41,-1,-1,-1,-1,-1,-1,898,18272,5612,8330,7094,9209,873589,1684288,896060,621037,426531,528665,"N"
460,70000,"1","2","1",48,0,0,0,0,0,-1,50931,39879,32005,17610,9726,6404,873589,1684288,896060,0,426531,528665,"Y"
461,180000,"2","2","1",38,0,0,0,0,0,0,152546,151695,159072,123083,126119,126255,873589,1684288,896060,621037,426531,528665,"N"
464,230000,"2","1","2",28,0,0,0,0,0,0,30139,131243,110480,99249,97587,96114,873589,1684288,896060,621037,426531,528665,"N"
465,170000,"2","3","3",56,1,-2,-1,-1,-2,-1,0,0,1971,0,0,150,0,1684288,0,0,426531,528665,"Y"
466,230000,"1","1","1",59,-1,0,0,0,0,0,208478,206350,203832,201349,199018,191690,873589,1684288,896060,621037,426531,528665,"Y"
468,230000,"1","2","2",32,0,0,0,0,0,0,28149,28049,25050,22104,19903,19866,873589,1684288,896060,621037,426531,528665,"N"
469,5e+05,"1","2","1",38,0,0,0,-1,0,0,59349,49633,49449,42481,48224,51458,873589,1684288,896060,621037,426531,528665,"N"
470,90000,"2","1","1",41,-1,-1,-1,-1,-1,-1,6166,3273,6182,292,2869,676,873589,1684288,896060,621037,426531,528665,"N"
471,390000,"2","3","2",35,0,0,0,0,0,0,355235,363345,373201,252215,257516,263038,873589,1684288,896060,621037,426531,528665,"Y"
472,4e+05,"2","2","2",41,0,0,0,0,0,0,366184,372676,375910,195938,152103,155173,873589,1684288,896060,621037,426531,528665,"N"
473,180000,"1","2","1",34,-1,-1,-1,-1,-1,-1,2961,2831,1188,2199,1221,1416,873589,1684288,896060,621037,426531,528665,"N"
474,60000,"1","3","1",38,1,2,2,0,0,2,29266,30267,30940,32090,34159,34973,873589,1684288,896060,621037,426531,0,"N"
475,120000,"2","2","1",32,-1,-1,-1,-1,-1,-1,4181,2706,0,6467,0,5953,873589,0,896060,0,426531,528665,"N"
476,60000,"2","2","2",29,0,0,0,0,0,0,27211,28366,28941,29614,30399,23171,873589,1684288,896060,621037,426531,528665,"N"
477,50000,"1","1","2",44,0,0,0,0,0,0,50903,28532,29241,28508,29111,29648,873589,1684288,896060,621037,426531,528665,"N"
478,70000,"2","2","1",37,0,0,0,2,0,0,66773,68211,72981,71254,50621,50823,873589,1684288,0,621037,426531,528665,"N"
479,5e+05,"2","1","1",38,-1,2,-1,-1,-1,0,626,329,534,336,629,476,0,1684288,896060,621037,426531,528665,"N"
481,250000,"2","2","1",40,0,0,0,0,-1,2,44945,137114,90812,0,1082,934,873589,1684288,0,621037,0,528665,"N"
482,140000,"1","2","2",26,0,0,2,2,2,2,131349,146155,140145,143959,140381,130253,873589,0,896060,621037,426531,528665,"Y"
483,70000,"2","2","2",28,0,0,0,0,-1,2,41255,41776,37849,37824,6713,4153,873589,1684288,896060,621037,0,0,"N"
484,90000,"1","3","1",48,1,2,2,2,2,2,77595,73293,71295,66956,63204,59369,873589,1684288,896060,621037,426531,528665,"N"
485,1e+05,"2","2","1",43,-1,-1,-1,-1,-1,-1,2526,1752,624,614,2349,2597,873589,1684288,896060,621037,426531,528665,"N"
487,230000,"2","1","1",42,-1,-1,-1,-1,-1,-1,6890,15139,13196,0,10528,7017,873589,1684288,0,621037,426531,0,"N"
488,320000,"1","2","1",39,0,0,0,0,0,0,93757,91496,91537,91135,92810,95312,873589,1684288,896060,621037,426531,528665,"N"
495,80000,"2","1","1",28,0,0,0,0,0,0,8582,9436,10033,10029,10402,10498,873589,1684288,896060,621037,426531,528665,"Y"
496,50000,"1","1","1",41,-1,-1,-1,-1,-1,-1,542,712,273,444,260,354,873589,1684288,896060,621037,426531,528665,"N"
497,2e+05,"2","3","2",47,0,0,0,0,0,0,203221,203008,194505,196879,200573,198755,873589,1684288,896060,621037,426531,528665,"N"
499,250000,"2","1","1",49,-1,-1,-2,-1,-1,-1,88,0,0,146,18,1661,0,0,896060,621037,426531,0,"N"
500,20000,"1","1","1",38,0,0,0,2,2,0,15932,17292,20585,20724,20275,19953,873589,1684288,896060,0,426531,528665,"N"
501,30000,"2","2","1",38,0,0,0,0,2,2,20385,21756,22598,24232,25179,24617,873589,1684288,896060,621037,0,528665,"N"
502,90000,"2","2","1",35,1,2,2,2,2,2,23170,22521,28124,27386,31246,30586,0,1684288,0,621037,0,528665,"N"
504,130000,"2","1","1",33,0,0,0,0,0,0,19184,20568,22729,22331,22328,0,873589,1684288,0,0,0,0,"Y"
505,30000,"1","6","1",53,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"N"
506,160000,"1","1","2",35,-1,-1,-1,-1,-1,-1,412,410,408,0,806,1236,873589,1684288,0,621037,426531,0,"N"
507,5e+05,"2","2","2",43,-1,-1,-1,0,0,-1,3958,0,285117,249414,222820,199,0,1684288,896060,621037,426531,528665,"N"
510,120000,"1","1","2",26,-1,-1,-2,-1,-1,-2,921,0,0,10508,0,0,0,0,896060,0,0,0,"Y"
513,360000,"1","1","2",28,-1,-1,-1,-1,-1,-1,20220,52948,3953,1707,2814,50534,873589,1684288,896060,621037,426531,528665,"N"
514,50000,"1","2","2",23,2,2,2,2,2,2,29527,30758,31454,31940,32583,33099,873589,1684288,896060,621037,426531,528665,"Y"
515,20000,"2","2","2",23,0,0,2,0,0,0,18420,20346,19644,16599,15833,13311,873589,1684288,896060,621037,426531,528665,"N"
516,1e+05,"1","3","1",56,0,0,-1,0,0,0,94326,53457,85889,78884,79610,80396,873589,1684288,896060,621037,426531,528665,"Y"
518,50000,"1","2","1",47,0,0,0,0,0,0,13930,16704,21326,18616,19012,19452,873589,1684288,896060,621037,426531,528665,"N"
519,10000,"2","2","2",22,1,2,0,0,0,0,10301,8624,10606,10147,9969,10035,0,1684288,896060,621037,426531,528665,"N"
520,290000,"2","1","1",34,0,0,0,0,0,0,93863,97727,103084,104882,110170,115316,873589,1684288,896060,621037,426531,528665,"N"
521,30000,"2","1","1",31,0,0,0,0,0,0,16548,17590,18615,18844,19359,19870,873589,1684288,896060,621037,426531,528665,"N"
522,410000,"2","2","2",27,1,-1,0,0,0,0,-45,33001,36472,44313,62418,61433,873589,1684288,896060,621037,426531,528665,"N"
523,360000,"1","1","2",28,-1,-1,-1,0,0,-1,1242,858,64688,126034,106622,125589,873589,1684288,896060,621037,426531,528665,"Y"
